,online_order,book_table,rate,votes,rest_type,cost,type,city
4962,Yes,No,4,31,"Casual Dining, Bar",500,Pubs and bars,Bellandur
2285,No,No,3,60,Casual Dining,400,Dine-out,Bannerghatta Road
4715,Yes,No,4,240,Quick Bites,200,Dine-out,Bellandur
3189,Yes,No,4,219,Cafe,600,Desserts,Basavanagudi
2499,No,No,4,148,"Casual Dining, Cafe",550,Cafes,Basavanagudi
3428,Yes,No,3,12,Quick Bites,200,Dine-out,Basavanagudi
779,No,No,3,377,Pub,1100,Dine-out,Banashankari
3372,Yes,No,4,50,Quick Bites,300,Dine-out,Basavanagudi
3422,No,No,3,4,Quick Bites,100,Dine-out,Basavanagudi
4289,No,No,5,0,Delivery,500,Delivery,Bellandur
3192,Yes,No,4,71,Dessert Parlor,400,Desserts,Basavanagudi
4834,Yes,No,4,31,Casual Dining,600,Dine-out,Bellandur
685,Yes,No,3,82,Quick Bites,300,Dine-out,Banashankari
3165,Yes,No,4,193,Casual Dining,400,Delivery,Basavanagudi
2743,Yes,No,5,0,"Takeaway, Delivery",500,Delivery,Basavanagudi
4457,Yes,No,5,0,Delivery,500,Delivery,Bellandur
2171,Yes,No,3,9,Quick Bites,400,Dine-out,Bannerghatta Road
2663,Yes,No,4,337,Quick Bites,300,Delivery,Basavanagudi
1850,Yes,No,4,29,Other Rest Type,400,Desserts,Bannerghatta Road
487,Yes,No,4,888,Casual Dining,750,Delivery,Banashankari
1688,Yes,No,3,6,Quick Bites,400,Delivery,Bannerghatta Road
2230,Yes,No,4,8,Quick Bites,400,Dine-out,Bannerghatta Road
3260,No,No,4,59,Dessert Parlor,200,Desserts,Basavanagudi
2320,No,No,4,65,Casual Dining,750,Dine-out,Bannerghatta Road
782,No,No,4,100,Quick Bites,300,Dine-out,Banashankari
521,No,No,3,7,Dessert Parlor,150,Desserts,Banashankari
522,No,No,3,8,Bakery,400,Desserts,Banashankari
2833,Yes,No,3,39,Quick Bites,300,Delivery,Basavanagudi
3947,Yes,Yes,4,157,Casual Dining,600,Delivery,Bellandur
2398,Yes,No,4,244,Quick Bites,400,Dine-out,Bannerghatta Road
2207,No,No,5,0,Quick Bites,250,Dine-out,Bannerghatta Road
3473,Yes,No,4,242,Casual Dining,650,Dine-out,Basavanagudi
3548,Yes,No,4,139,Casual Dining,550,Dine-out,Basavanagudi
3732,Yes,No,3,16,Casual Dining,800,Dine-out,Basavanagudi
2818,Yes,No,4,914,Bar,1000,Delivery,Basavanagudi
1511,No,No,3,33,Quick Bites,150,Delivery,Bannerghatta Road
1882,No,No,4,13,Other Rest Type,300,Desserts,Bannerghatta Road
651,Yes,No,4,15,Quick Bites,250,Dine-out,Banashankari
3937,Yes,No,5,0,Quick Bites,250,Delivery,Bellandur
3085,No,Yes,4,571,Casual Dining,800,Delivery,Basavanagudi
369,Yes,No,3,31,Other Rest Type,250,Delivery,Banashankari
3270,Yes,No,4,70,Dessert Parlor,400,Desserts,Basavanagudi
118,No,No,5,0,Quick Bites,250,Delivery,Banashankari
3316,Yes,No,4,176,Casual Dining,800,Dine-out,Basavanagudi
3676,No,No,5,0,Quick Bites,200,Dine-out,Basavanagudi
2216,Yes,No,5,0,Quick Bites,500,Dine-out,Bannerghatta Road
3786,Yes,No,3,19,Cafe,500,Cafes,Bellandur
1613,No,No,5,0,Quick Bites,300,Delivery,Bannerghatta Road
3166,Yes,No,4,59,Casual Dining,750,Delivery,Basavanagudi
962,Yes,No,3,171,Casual Dining,450,Delivery,Bannerghatta Road
2510,No,No,4,223,Cafe,800,Cafes,Basavanagudi
3543,Yes,No,4,47,Other Rest Type,400,Dine-out,Basavanagudi
2819,Yes,No,4,22,Quick Bites,200,Delivery,Basavanagudi
3441,No,No,5,0,Quick Bites,250,Dine-out,Basavanagudi
3986,Yes,No,4,45,Quick Bites,250,Delivery,Bellandur
2415,Yes,No,4,20,Quick Bites,300,Dine-out,Bannerghatta Road
4653,No,No,3,7,Other Rest Type,100,Dine-out,Bellandur
4235,Yes,No,3,26,Quick Bites,350,Delivery,Bellandur
2185,No,No,5,0,Quick Bites,200,Dine-out,Bannerghatta Road
2817,Yes,No,4,514,Cafe,600,Delivery,Basavanagudi
2037,No,No,5,0,Casual Dining,500,Dine-out,Bannerghatta Road
4260,Yes,No,4,10,Quick Bites,300,Delivery,Bellandur
772,Yes,No,4,364,Casual Dining,550,Dine-out,Banashankari
1284,Yes,No,4,50,Beverage Shop,200,Delivery,Bannerghatta Road
4602,No,No,3,120,Casual Dining,1000,Dine-out,Bellandur
4745,Yes,No,3,12,Quick Bites,300,Dine-out,Bellandur
1414,Yes,No,5,0,Quick Bites,400,Delivery,Bannerghatta Road
1234,Yes,No,4,26,Casual Dining,600,Delivery,Bannerghatta Road
2794,Yes,No,4,74,Quick Bites,300,Delivery,Basavanagudi
435,Yes,No,3,4,Delivery,350,Delivery,Banashankari
1674,Yes,No,3,8,"Takeaway, Delivery",500,Delivery,Bannerghatta Road
365,Yes,No,4,101,Quick Bites,400,Delivery,Banashankari
4153,Yes,No,5,0,Food Court,100,Delivery,Bellandur
231,No,No,4,206,Quick Bites,450,Delivery,Banashankari
4266,Yes,No,5,0,Quick Bites,400,Delivery,Bellandur
4036,Yes,No,4,787,Casual Dining,1000,Delivery,Bellandur
4398,Yes,No,4,23,"Bakery, Quick Bites",300,Delivery,Bellandur
407,Yes,No,4,73,Bakery,300,Delivery,Banashankari
2090,Yes,No,3,100,Quick Bites,250,Dine-out,Bannerghatta Road
86,Yes,No,4,4401,Casual Dining,600,Delivery,Banashankari
844,No,No,3,8,Quick Bites,150,Dine-out,Banashankari
1031,Yes,No,4,37,"Takeaway, Delivery",250,Delivery,Bannerghatta Road
2627,Yes,No,4,287,Quick Bites,350,Delivery,Basavanagudi
3197,No,No,4,16,Sweet Shop,250,Desserts,Basavanagudi
3262,No,No,4,147,Dessert Parlor,400,Desserts,Basavanagudi
3225,No,No,4,141,Other Rest Type,200,Desserts,Basavanagudi
2654,Yes,No,3,73,Casual Dining,500,Delivery,Basavanagudi
855,No,Yes,4,977,Lounge,1300,Drinks & nightlife,Banashankari
78,No,No,4,22,Quick Bites,500,Delivery,Banashankari
2247,No,Yes,4,1212,Casual Dining,1200,Dine-out,Bannerghatta Road
4569,Yes,No,4,404,Casual Dining,500,Dine-out,Bellandur
3652,Yes,No,3,4,Quick Bites,500,Dine-out,Basavanagudi
2908,Yes,No,4,133,Casual Dining,700,Delivery,Basavanagudi
2905,Yes,No,4,95,Quick Bites,150,Delivery,Basavanagudi
2279,No,No,4,59,Casual Dining,400,Dine-out,Bannerghatta Road
2594,Yes,No,4,441,Quick Bites,400,Delivery,Basavanagudi
4408,No,No,4,22,Quick Bites,200,Delivery,Bellandur
3865,Yes,No,3,692,Casual Dining,600,Delivery,Bellandur
3424,No,No,3,4,Quick Bites,250,Dine-out,Basavanagudi
2176,Yes,No,3,4,Food Court,300,Dine-out,Bannerghatta Road
424,Yes,No,4,124,Casual Dining,750,Delivery,Banashankari
392,Yes,No,3,23,Sweet Shop,250,Delivery,Banashankari
4725,Yes,No,3,120,Quick Bites,400,Dine-out,Bellandur
3411,No,No,3,12,Quick Bites,150,Dine-out,Basavanagudi
104,No,No,3,11,Cafe,600,Delivery,Banashankari
2968,No,No,5,0,Quick Bites,300,Delivery,Basavanagudi
3132,No,No,5,0,Quick Bites,200,Delivery,Basavanagudi
1948,Yes,No,4,796,Casual Dining,550,Dine-out,Bannerghatta Road
1459,Yes,No,3,208,Casual Dining,650,Delivery,Bannerghatta Road
3253,No,No,4,46,Other Rest Type,400,Desserts,Basavanagudi
3127,No,No,5,0,"Beverage Shop, Quick Bites",150,Delivery,Basavanagudi
2702,Yes,No,4,21,Delivery,400,Delivery,Basavanagudi
4788,No,No,4,27,Quick Bites,350,Dine-out,Bellandur
1587,No,No,3,4,Quick Bites,300,Delivery,Bannerghatta Road
3655,No,No,4,65,Quick Bites,300,Dine-out,Basavanagudi
1731,No,No,3,17,Casual Dining,600,Delivery,Bannerghatta Road
4763,No,No,3,6,Quick Bites,500,Dine-out,Bellandur
4908,No,No,5,0,Casual Dining,500,Dine-out,Bellandur
4212,Yes,No,5,0,Quick Bites,200,Delivery,Bellandur
1791,No,Yes,4,51,"Bar, Casual Dining",1300,Delivery,Bannerghatta Road
2355,No,No,5,0,Quick Bites,250,Dine-out,Bannerghatta Road
1940,Yes,No,5,1179,Delivery,500,Desserts,Bannerghatta Road
702,Yes,No,3,123,Quick Bites,200,Dine-out,Banashankari
2442,No,No,5,0,Quick Bites,250,Dine-out,Bannerghatta Road
2810,Yes,Yes,4,970,Other Rest Type,1500,Delivery,Basavanagudi
496,Yes,No,4,17,Dessert Parlor,400,Desserts,Banashankari
464,Yes,Yes,4,431,Casual Dining,800,Delivery,Banashankari
2683,Yes,Yes,4,1539,Casual Dining,800,Delivery,Basavanagudi
4332,No,No,5,0,Other Rest Type,700,Delivery,Bellandur
172,Yes,No,4,120,Quick Bites,250,Delivery,Banashankari
4567,Yes,Yes,4,392,Bar,1500,Dine-out,Bellandur
4795,Yes,No,3,313,Quick Bites,450,Dine-out,Bellandur
2540,No,No,4,168,Cafe,400,Cafes,Basavanagudi
3258,Yes,No,4,249,Dessert Parlor,300,Desserts,Basavanagudi
3784,Yes,No,4,34,Other Rest Type,400,Cafes,Bellandur
2260,Yes,Yes,4,1010,Other Rest Type,1300,Dine-out,Bannerghatta Road
2112,No,No,3,25,Quick Bites,300,Dine-out,Bannerghatta Road
900,No,No,5,0,Delivery,300,Cafes,Bannerghatta Road
1446,Yes,No,4,161,Delivery,500,Delivery,Bannerghatta Road
3760,No,No,3,155,Casual Dining,800,Buffet,Bellandur
741,No,No,3,15,Quick Bites,300,Dine-out,Banashankari
2293,No,No,4,193,Casual Dining,500,Dine-out,Bannerghatta Road
2452,Yes,No,5,0,Quick Bites,250,Dine-out,Bannerghatta Road
3480,No,No,4,284,Casual Dining,450,Dine-out,Basavanagudi
4073,Yes,No,3,97,Quick Bites,250,Delivery,Bellandur
1206,Yes,No,4,34,Casual Dining,750,Delivery,Bannerghatta Road
509,No,No,4,14,Sweet Shop,200,Desserts,Banashankari
4517,Yes,No,4,269,Bakery,750,Desserts,Bellandur
2894,Yes,No,5,228,Cafe,400,Delivery,Basavanagudi
3309,No,No,3,26,Casual Dining,700,Dine-out,Basavanagudi
1549,No,No,3,6,Quick Bites,300,Delivery,Bannerghatta Road
3263,No,No,4,64,Quick Bites,250,Desserts,Basavanagudi
2202,No,No,5,0,Quick Bites,200,Dine-out,Bannerghatta Road
2566,Yes,No,4,47,Quick Bites,200,Delivery,Basavanagudi
4858,Yes,No,3,5,Casual Dining,400,Dine-out,Bellandur
2044,No,No,2,392,Other Rest Type,500,Dine-out,Bannerghatta Road
767,Yes,No,4,750,Casual Dining,500,Dine-out,Banashankari
4871,Yes,No,4,52,Quick Bites,350,Dine-out,Bellandur
3733,No,No,5,0,Quick Bites,150,Dine-out,Basavanagudi
421,Yes,No,4,59,Quick Bites,200,Delivery,Banashankari
123,No,No,3,17,Quick Bites,200,Delivery,Banashankari
4161,Yes,No,4,37,Delivery,400,Delivery,Bellandur
3624,No,No,4,31,Quick Bites,200,Dine-out,Basavanagudi
819,No,No,4,39,Quick Bites,250,Dine-out,Banashankari
1403,Yes,No,4,10,Cafe,500,Delivery,Bannerghatta Road
1382,Yes,No,3,41,Dessert Parlor,400,Delivery,Bannerghatta Road
2148,No,No,3,4,Food Court,400,Dine-out,Bannerghatta Road
1575,No,No,5,0,Delivery,350,Delivery,Bannerghatta Road
1638,No,No,3,9,Bakery,200,Delivery,Bannerghatta Road
1795,No,No,5,0,Quick Bites,1000,Delivery,Bannerghatta Road
4814,Yes,Yes,4,889,Casual Dining,1400,Dine-out,Bellandur
399,Yes,No,4,233,Casual Dining,800,Delivery,Banashankari
2310,No,No,4,40,Other Rest Type,400,Dine-out,Bannerghatta Road
882,Yes,No,4,102,Cafe,450,Cafes,Bannerghatta Road
4972,No,No,4,237,Bar,1000,Pubs and bars,Bellandur
2893,Yes,No,4,45,Beverage Shop,300,Delivery,Basavanagudi
1352,Yes,No,3,224,Quick Bites,400,Delivery,Bannerghatta Road
3040,No,No,3,6,Quick Bites,100,Delivery,Basavanagudi
4549,No,Yes,4,284,Casual Dining,1500,Dine-out,Bellandur
2130,Yes,No,4,92,Food Court,1100,Dine-out,Bannerghatta Road
982,Yes,No,4,53,Quick Bites,350,Delivery,Bannerghatta Road
456,Yes,Yes,4,775,Casual Dining,800,Delivery,Banashankari
3527,No,No,4,43,"Bar, Casual Dining",700,Dine-out,Basavanagudi
1079,Yes,No,3,23,Delivery,300,Delivery,Bannerghatta Road
1950,Yes,Yes,4,681,Casual Dining,800,Dine-out,Bannerghatta Road
4313,No,No,5,0,"Takeaway, Delivery",200,Delivery,Bellandur
689,No,No,5,0,Quick Bites,400,Dine-out,Banashankari
2429,Yes,No,3,58,Quick Bites,300,Dine-out,Bannerghatta Road
641,No,No,5,0,Quick Bites,100,Dine-out,Banashankari
2392,Yes,No,4,14,Quick Bites,300,Dine-out,Bannerghatta Road
1953,Yes,No,4,54,Cafe,500,Dine-out,Bannerghatta Road
4620,Yes,No,3,19,Cafe,500,Dine-out,Bellandur
4242,No,No,4,336,Casual Dining,600,Delivery,Bellandur
3431,No,No,5,0,Quick Bites,100,Dine-out,Basavanagudi
3524,No,No,4,36,Quick Bites,250,Dine-out,Basavanagudi
4765,No,No,3,21,Quick Bites,150,Dine-out,Bellandur
2927,Yes,No,3,8,Quick Bites,150,Delivery,Basavanagudi
1884,No,No,5,0,Dessert Parlor,200,Desserts,Bannerghatta Road
389,Yes,No,3,6,Quick Bites,300,Delivery,Banashankari
2494,Yes,Yes,4,584,Casual Dining,1200,Buffet,Basavanagudi
3113,No,No,4,38,Quick Bites,300,Delivery,Basavanagudi
2887,Yes,No,4,20,Quick Bites,200,Delivery,Basavanagudi
845,No,No,5,0,Quick Bites,100,Dine-out,Banashankari
542,No,No,4,46,Other Rest Type,200,Desserts,Banashankari
91,No,No,5,0,"Takeaway, Delivery",400,Delivery,Banashankari
4916,No,No,3,8,Quick Bites,150,Dine-out,Bellandur
1979,Yes,No,3,57,Casual Dining,650,Dine-out,Bannerghatta Road
3463,Yes,Yes,4,884,Casual Dining,900,Dine-out,Basavanagudi
4077,Yes,No,4,16,Bakery,400,Delivery,Bellandur
4193,Yes,No,3,4,Casual Dining,900,Delivery,Bellandur
2529,No,No,3,59,Other Rest Type,550,Cafes,Basavanagudi
1676,Yes,No,3,66,Casual Dining,600,Delivery,Bannerghatta Road
1048,Yes,No,4,27,Quick Bites,400,Delivery,Bannerghatta Road
1960,No,Yes,4,200,Cafe,700,Dine-out,Bannerghatta Road
2530,Yes,No,4,75,Other Rest Type,200,Cafes,Basavanagudi
2778,Yes,No,3,5,"Casual Dining, Bar",800,Delivery,Basavanagudi
237,No,No,4,148,Quick Bites,150,Delivery,Banashankari
2962,No,No,5,0,Quick Bites,100,Delivery,Basavanagudi
3484,Yes,No,4,261,Cafe,700,Dine-out,Basavanagudi
1133,Yes,No,4,192,Delivery,450,Delivery,Bannerghatta Road
1805,Yes,No,5,0,Dessert Parlor,200,Delivery,Bannerghatta Road
4652,No,No,3,6,Cafe,500,Dine-out,Bellandur
163,Yes,No,3,13,Other Rest Type,300,Delivery,Banashankari
3488,No,No,4,104,Casual Dining,650,Dine-out,Basavanagudi
4708,No,No,4,128,"Bakery, Quick Bites",600,Dine-out,Bellandur
3339,Yes,No,4,101,Quick Bites,150,Dine-out,Basavanagudi
4111,Yes,No,3,8,Quick Bites,500,Delivery,Bellandur
3519,No,No,4,1047,Quick Bites,450,Dine-out,Basavanagudi
3630,No,No,5,0,"Beverage Shop, Quick Bites",150,Dine-out,Basavanagudi
3934,Yes,No,4,234,Quick Bites,400,Delivery,Bellandur
1811,Yes,No,5,0,Delivery,300,Delivery,Bannerghatta Road
3106,No,No,4,66,Bakery,300,Delivery,Basavanagudi
3145,No,No,3,17,Quick Bites,200,Delivery,Basavanagudi
1428,Yes,No,5,0,Quick Bites,250,Delivery,Bannerghatta Road
3609,No,No,4,15,Casual Dining,1000,Dine-out,Basavanagudi
3357,Yes,No,4,18,Quick Bites,200,Dine-out,Basavanagudi
3392,No,No,3,51,Quick Bites,600,Dine-out,Basavanagudi
4459,No,No,5,0,"Beverage Shop, Quick Bites",300,Delivery,Bellandur
4648,Yes,No,3,33,Casual Dining,500,Dine-out,Bellandur
4600,Yes,No,5,0,Casual Dining,600,Dine-out,Bellandur
1452,Yes,No,5,0,Quick Bites,300,Delivery,Bannerghatta Road
593,No,No,4,42,Casual Dining,700,Dine-out,Banashankari
41,No,No,4,28,Mess,300,Delivery,Banashankari
560,Yes,Yes,4,2115,Casual Dining,800,Dine-out,Banashankari
2932,Yes,No,4,739,Delivery,500,Delivery,Basavanagudi
4376,Yes,No,4,14,Quick Bites,250,Delivery,Bellandur
243,No,No,5,0,Quick Bites,300,Delivery,Banashankari
1339,Yes,No,3,25,"Takeaway, Delivery",100,Delivery,Bannerghatta Road
2776,Yes,No,3,6,Quick Bites,100,Delivery,Basavanagudi
2957,Yes,No,5,0,Delivery,800,Delivery,Basavanagudi
3794,No,No,4,5,Quick Bites,200,Cafes,Bellandur
1442,Yes,No,4,31,Quick Bites,150,Delivery,Bannerghatta Road
261,Yes,No,4,51,Quick Bites,350,Delivery,Banashankari
4997,No,No,4,53,Fine Dining,2000,Buffet,Brigade Road
1689,Yes,No,5,0,Delivery,300,Delivery,Bannerghatta Road
1725,No,No,3,8,Quick Bites,300,Delivery,Bannerghatta Road
4056,Yes,No,3,4,Quick Bites,300,Delivery,Bellandur
834,Yes,No,4,31,Quick Bites,300,Dine-out,Banashankari
1866,Yes,No,5,0,Bakery,400,Desserts,Bannerghatta Road
2496,No,Yes,4,102,Cafe,800,Cafes,Basavanagudi
2010,Yes,No,3,50,Casual Dining,400,Dine-out,Bannerghatta Road
340,Yes,No,3,4,Quick Bites,200,Delivery,Banashankari
2984,Yes,No,4,18,Quick Bites,200,Delivery,Basavanagudi
1601,No,No,5,0,Quick Bites,400,Delivery,Bannerghatta Road
4837,Yes,No,4,27,Quick Bites,300,Dine-out,Bellandur
4693,Yes,No,4,12,Food Court,600,Dine-out,Bellandur
480,Yes,No,4,734,Quick Bites,200,Delivery,Banashankari
4392,Yes,No,4,80,Quick Bites,300,Delivery,Bellandur
3895,Yes,No,4,220,Delivery,600,Delivery,Bellandur
3595,Yes,No,3,22,Quick Bites,200,Dine-out,Basavanagudi
4637,Yes,No,4,11,Other Rest Type,200,Dine-out,Bellandur
3686,No,No,5,0,Quick Bites,150,Dine-out,Basavanagudi
3985,Yes,No,3,237,Delivery,500,Delivery,Bellandur
1766,No,No,5,0,"Takeaway, Delivery",400,Delivery,Bannerghatta Road
4472,Yes,No,4,632,Delivery,500,Desserts,Bellandur
2453,Yes,No,3,6,Quick Bites,500,Dine-out,Bannerghatta Road
2873,Yes,No,4,17,Beverage Shop,150,Delivery,Basavanagudi
3810,Yes,No,3,294,Quick Bites,400,Delivery,Bellandur
4011,Yes,No,5,0,Quick Bites,100,Delivery,Bellandur
4676,Yes,No,4,6,Quick Bites,300,Dine-out,Bellandur
3955,Yes,No,4,29,"Takeaway, Delivery",600,Delivery,Bellandur
1271,Yes,No,5,0,Quick Bites,200,Delivery,Bannerghatta Road
4942,No,No,3,6,Pub,1000,Drinks & nightlife,Bellandur
4500,Yes,No,4,25,Food Court,300,Desserts,Bellandur
4008,Yes,No,3,24,Bakery,400,Delivery,Bellandur
4141,Yes,No,4,116,"Takeaway, Delivery",150,Delivery,Bellandur
347,Yes,No,4,23,Other Rest Type,100,Delivery,Banashankari
4116,Yes,No,4,136,"Bakery, Quick Bites",600,Delivery,Bellandur
4622,Yes,No,3,42,Casual Dining,400,Dine-out,Bellandur
2562,Yes,Yes,4,354,Casual Dining,800,Delivery,Basavanagudi
4589,Yes,No,3,106,Casual Dining,500,Dine-out,Bellandur
1423,Yes,Yes,4,790,Casual Dining,1300,Delivery,Bannerghatta Road
656,Yes,No,4,201,Quick Bites,300,Dine-out,Banashankari
2102,Yes,No,3,57,Quick Bites,250,Dine-out,Bannerghatta Road
632,No,No,5,651,Quick Bites,100,Dine-out,Banashankari
4961,No,No,3,6,Pub,1000,Pubs and bars,Bellandur
2493,No,Yes,4,176,Casual Dining,1350,Buffet,Basavanagudi
2665,Yes,No,4,46,"Takeaway, Delivery",100,Delivery,Basavanagudi
3605,Yes,No,4,104,Quick Bites,300,Dine-out,Basavanagudi
3658,No,No,5,0,Quick Bites,350,Dine-out,Basavanagudi
3303,No,No,4,206,Quick Bites,450,Dine-out,Basavanagudi
4996,No,Yes,4,622,Fine Dining,3400,Buffet,Brigade Road
3708,No,No,3,6,Quick Bites,100,Dine-out,Basavanagudi
2500,Yes,No,4,219,Cafe,600,Cafes,Basavanagudi
1465,Yes,No,3,48,Other Rest Type,650,Delivery,Bannerghatta Road
2829,Yes,No,4,10,Beverage Shop,100,Delivery,Basavanagudi
115,No,No,5,0,Quick Bites,200,Delivery,Banashankari
1821,Yes,No,5,0,Delivery,600,Delivery,Bannerghatta Road
1494,No,No,4,69,Other Rest Type,700,Delivery,Bannerghatta Road
2401,Yes,No,4,115,Casual Dining,550,Dine-out,Bannerghatta Road
1232,Yes,No,3,114,Casual Dining,1000,Delivery,Bannerghatta Road
2661,Yes,No,4,659,Dessert Parlor,500,Delivery,Basavanagudi
3833,Yes,No,4,833,Casual Dining,550,Delivery,Bellandur
4572,Yes,No,4,152,Sweet Shop,400,Dine-out,Bellandur
1153,Yes,No,3,153,Quick Bites,600,Delivery,Bannerghatta Road
4938,Yes,No,4,793,Other Rest Type,1700,Drinks & nightlife,Bellandur
57,Yes,Yes,4,354,Casual Dining,800,Delivery,Banashankari
4200,No,No,4,20,Bakery,500,Delivery,Bellandur
4287,No,No,2,337,Casual Dining,450,Delivery,Bellandur
4944,Yes,Yes,5,16345,Other Rest Type,1600,Drinks & nightlife,Bellandur
1735,No,No,4,65,Casual Dining,750,Delivery,Bannerghatta Road
2196,No,No,3,4,Food Court,200,Dine-out,Bannerghatta Road
3755,Yes,Yes,4,1691,"Casual Dining, Bar",1100,Buffet,Bellandur
2475,Yes,Yes,4,842,"Casual Dining, Bar",1100,Drinks & nightlife,Bannerghatta Road
2564,Yes,No,4,792,Quick Bites,300,Delivery,Basavanagudi
3154,No,No,3,7,Quick Bites,300,Delivery,Basavanagudi
4920,Yes,No,3,135,Quick Bites,400,Dine-out,Bellandur
3651,Yes,No,4,80,Quick Bites,250,Dine-out,Basavanagudi
707,Yes,No,3,12,Quick Bites,300,Dine-out,Banashankari
4279,Yes,No,4,31,Bakery,400,Delivery,Bellandur
1093,Yes,No,4,36,Delivery,600,Delivery,Bannerghatta Road
3557,No,No,4,14,Sweet Shop,200,Dine-out,Basavanagudi
1376,Yes,No,4,15,Other Rest Type,700,Delivery,Bannerghatta Road
4912,No,No,5,0,Quick Bites,300,Dine-out,Bellandur
72,No,No,5,0,Quick Bites,150,Delivery,Banashankari
1922,No,No,3,231,Dessert Parlor,800,Desserts,Bannerghatta Road
3169,Yes,No,5,0,Delivery,600,Delivery,Basavanagudi
1764,No,No,5,0,Quick Bites,300,Delivery,Bannerghatta Road
743,No,No,5,0,Quick Bites,250,Dine-out,Banashankari
2874,Yes,No,5,0,Casual Dining,1500,Delivery,Basavanagudi
1005,Yes,No,3,345,"Takeaway, Delivery",450,Delivery,Bannerghatta Road
2668,Yes,No,4,108,Quick Bites,500,Delivery,Basavanagudi
1190,Yes,No,4,201,Quick Bites,250,Delivery,Bannerghatta Road
3881,Yes,Yes,4,194,Casual Dining,800,Delivery,Bellandur
2601,Yes,No,4,172,Delivery,750,Delivery,Basavanagudi
1125,Yes,No,4,38,"Takeaway, Delivery",400,Delivery,Bannerghatta Road
1241,Yes,No,5,0,Quick Bites,250,Delivery,Bannerghatta Road
2845,Yes,No,4,68,Quick Bites,250,Delivery,Basavanagudi
4129,Yes,No,4,48,Other Rest Type,400,Delivery,Bellandur
3438,Yes,No,3,34,Quick Bites,200,Dine-out,Basavanagudi
998,Yes,No,4,65,Quick Bites,400,Delivery,Bannerghatta Road
3382,No,No,4,4,Quick Bites,100,Dine-out,Basavanagudi
2684,Yes,No,4,47,Quick Bites,350,Delivery,Basavanagudi
1577,No,No,5,0,Casual Dining,800,Delivery,Bannerghatta Road
4789,Yes,No,5,0,Quick Bites,200,Dine-out,Bellandur
1826,Yes,No,3,29,Quick Bites,500,Delivery,Bannerghatta Road
3288,Yes,No,4,750,Casual Dining,500,Dine-out,Basavanagudi
4988,No,Yes,4,1065,Casual Dining,1600,Buffet,Brigade Road
3532,Yes,No,5,0,Cafe,700,Dine-out,Basavanagudi
440,Yes,No,3,4,Beverage Shop,100,Delivery,Banashankari
4950,Yes,Yes,4,3061,"Casual Dining, Bar",1500,Drinks & nightlife,Bellandur
1100,Yes,No,4,184,Quick Bites,400,Delivery,Bannerghatta Road
4005,Yes,No,3,10,Quick Bites,800,Delivery,Bellandur
3954,No,No,3,13,Other Rest Type,1000,Delivery,Bellandur
649,Yes,No,4,70,Quick Bites,100,Dine-out,Banashankari
1546,No,No,3,12,Quick Bites,450,Delivery,Bannerghatta Road
3534,Yes,No,4,888,Casual Dining,750,Dine-out,Basavanagudi
4964,Yes,Yes,4,7193,Other Rest Type,1400,Pubs and bars,Bellandur
3182,Yes,No,4,56,Dessert Parlor,400,Desserts,Basavanagudi
4666,Yes,No,5,0,Casual Dining,450,Dine-out,Bellandur
630,Yes,No,4,405,Casual Dining,750,Dine-out,Banashankari
672,No,No,4,189,Quick Bites,300,Dine-out,Banashankari
1249,Yes,Yes,4,583,"Casual Dining, Bar",1200,Delivery,Bannerghatta Road
482,Yes,No,4,261,Cafe,700,Delivery,Banashankari
1584,No,No,5,0,Quick Bites,200,Delivery,Bannerghatta Road
3912,Yes,No,3,120,Quick Bites,400,Delivery,Bellandur
4626,Yes,No,3,12,Casual Dining,500,Dine-out,Bellandur
3034,No,No,5,0,Casual Dining,600,Delivery,Basavanagudi
1462,Yes,No,4,59,Quick Bites,500,Delivery,Bannerghatta Road
3924,Yes,Yes,5,125,Casual Dining,700,Delivery,Bellandur
3617,Yes,No,4,41,Other Rest Type,400,Dine-out,Basavanagudi
2578,Yes,No,4,253,Dessert Parlor,300,Delivery,Basavanagudi
3796,Yes,No,4,894,Cafe,600,Cafes,Bellandur
49,Yes,No,3,245,Quick Bites,300,Delivery,Banashankari
4288,No,No,3,52,"Takeaway, Delivery",600,Delivery,Bellandur
3268,Yes,No,5,0,Bakery,350,Desserts,Basavanagudi
858,No,No,3,62,Bar,800,Drinks & nightlife,Banashankari
1072,Yes,No,4,182,Sweet Shop,400,Delivery,Bannerghatta Road
719,No,No,5,0,Quick Bites,200,Dine-out,Banashankari
3153,No,No,3,5,Quick Bites,350,Delivery,Basavanagudi
2631,Yes,No,3,7,Quick Bites,250,Delivery,Basavanagudi
4872,No,Yes,4,32,Casual Dining,650,Dine-out,Bellandur
1660,No,No,5,0,"Takeaway, Delivery",200,Delivery,Bannerghatta Road
1656,No,No,5,0,Quick Bites,300,Delivery,Bannerghatta Road
2425,No,No,3,11,Cafe,500,Dine-out,Bannerghatta Road
3520,Yes,Yes,4,633,Casual Dining,800,Dine-out,Basavanagudi
4228,Yes,No,3,65,Bakery,400,Delivery,Bellandur
4973,Yes,Yes,4,3126,Casual Dining,1500,Buffet,Brigade Road
3305,No,No,4,160,Casual Dining,800,Dine-out,Basavanagudi
4475,Yes,No,5,0,Dessert Parlor,400,Desserts,Bellandur
